transaction_id,sender_upi,receiver_upi,sender_bank,receiver_bank,amount,timestamp,device_id,location_lat,location_long,txn_type,channel,vpa_age_days,num_prev_txns_24h,avg_amount_7d,failed_pin_attempts,is_recipient_new,same_device_flag,merchant_category
txn_1001640,8909775128@upi,8446002872@okutib,PNB,UTIB,44.58,2025-09-02 22:29:54,dev-quoz68zlvj,28.18894,77.284693,payment,qr,480,1,42.07,0,0,0,others
txn_1001641,9760835140@okicici,9474670707@upi,ICICI,BOB,85.69,2025-10-05 11:11:40,dev-klz07jimlq,28.197889,76.94886,payment,collect,26,5,79.08,2,0,1,food_delivery
txn_1001642,7889754406@bhim,6240391337@upi,PNB,ICICI,151.59,2025-09-30 08:50:33,dev-5b5hiw2ge5,28.739501,77.326172,payment,app,990,2,55.4,1,0,1,bill_payment
txn_1001643,6151975554@upi,8157962576@amazonpay,SBI,PNB,53.38,2025-08-31 10:48:34,dev-i58cum69j9,28.433908,77.77865,payment,app,218,0,88.8,0,0,1,grocery
txn_1001644,8863659119@phonepe,7253765748@phonepe,ICICI,HDFC,55.75,2025-08-07 04:25:52,dev-li2uq67zr7,28.736521,76.511042,payment,app,220,1,62.82,0,1,1,fashion
txn_1001645,8158744344@phonepe,7614147424@upi,SBI,BOB,57.2,2025-09-22 12:26:15,dev-tg9lmefeff,29.867769,77.413229,payment,app,285,0,62.33,0,0,1,electronics
txn_1001646,6842764505@upi,8979530840@upi,SBI,UTIB,40.89,2025-08-13 17:37:04,dev-fu8cut7cek,28.18477,76.787808,payment,qr,689,1,30.84,0,1,1,travel
txn_1001647,6879008130@upi,7252382474@amazonpay,ICICI,BOB,112.42,2025-10-03 03:09:28,dev-ys33o286ww,29.147333,77.01431,payment,app,1189,1,103.86,1,0,1,grocery
txn_1001648,9004988058@amazonpay,8019249726@okbob,BOB,BOB,14.65,2025-10-05 02:41:53,dev-2r8j65waq9,27.656425,76.438069,payment,app,665,6,19.75,0,0,1,recharge
txn_1001649,9464965365@bhim,8908972015@okhdfcbank,AXIS,HDFC,42.87,2025-09-30 14:01:20,dev-u8jlwmcf3c,27.701839,77.238896,payment,app,49,1,44.6,0,0,1,food_delivery
txn_1001650,8784261185@okbob,6401297226@amazonpay,BOB,AXIS,68.25,2025-09-29 14:54:28,dev-u4rpn6gtdk,28.319282,77.480953,payment,app,594,0,107.85,0,0,1,electronics
txn_1001651,6739983770@gpay,6338278731@upi,IDBI,ICICI,128.02,2025-09-14 16:15:56,dev-bbr87j5yxu,27.988343,76.627738,payment,app,500,2,39.51,0,0,1,electronics
txn_1001652,9914669424@upi,9350075890@amazonpay,SBI,SBI,64.44,2025-09-25 02:13:26,dev-230gmg8fvn,29.721803,77.153937,payment,app,77,0,89.2,0,0,1,recharge
txn_1001653,8470746228@okkotak,8653470124@okutib,KOTAK,UTIB,69.13,2025-09-19 23:07:32,dev-ft7rgpnndn,29.120804,77.557389,payment,qr,178,0,80.22,0,0,1,travel
txn_1001654,8204705074@upi,8797260262@okpnb,HDFC,PNB,126.42,2025-10-06 08:29:43,dev-tc4etak94x,28.659653,77.818703,request,app,669,1,138.61,1,0,1,grocery
txn_1001655,9343844761@upi,6009548599@okkotak,IDBI,KOTAK,35.5,2025-07-11 14:30:18,dev-8cxwze7nx6,28.268127,76.841873,payment,app,116,2,54.3,0,0,1,others
txn_1001656,7472461228@amazonpay,8080963970@paytm,ICICI,KOTAK,40.44,2025-10-04 13:10:29,dev-69izayx3lo,27.834914,76.818807,payment,merchant_sdk,569,2,71.22,0,0,1,others
txn_1001657,8830794186@oksbi,7156443909@okkotak,SBI,KOTAK,199.65,2025-09-22 04:59:58,dev-dm1uo6l3dk,28.568594,77.6117,payment,app,139,1,295.62,0,0,1,electronics
txn_1001658,9941857142@okaxis,9708502772@okyes,AXIS,YES,44.0,2025-10-03 22:19:59,dev-lcuel0acjm,27.919963,76.480149,payment,qr,235,1,68.08,0,0,1,others
txn_1001659,6462002247@paytm,7760970426@oksbi,SBI,SBI,198.24,2025-08-21 13:01:25,dev-c5fgo7lryb,28.89546,78.247167,payment,qr,449,0,32.94,2,0,0,electronics
txn_1001660,9737837370@gpay,7921979880@upi,SBI,IDBI,148.29,2025-08-11 15:43:07,dev-1z00qomv8w,28.848849,77.555455,payment,app,120,1,12.6,0,0,1,fashion
txn_1001661,8036592071@upi,6232229701@amazonpay,SBI,PNB,54.97,2025-09-30 08:50:39,dev-c89ezzxfg1,28.399545,76.88718,request,merchant_sdk,821,0,91.84,0,0,1,electronics
txn_1001662,7134741977@okidbi,7087088796@upi,IDBI,YES,15.7,2025-07-13 01:18:11,dev-jpr2qddodm,29.113849,76.954866,payment,app,269,3,16.87,0,0,1,food_delivery
txn_1001663,8031236831@upi,7937174171@okyes,IDBI,YES,146.13,2025-07-28 04:37:31,dev-thka3nt3ll,28.471229,77.334638,payment,qr,151,1,122.21,0,0,1,utilities
txn_1001664,9265815903@upi,9887742949@okutib,KOTAK,UTIB,139.71,2025-09-27 14:26:44,dev-n9ekplq4hl,27.698979,77.762055,payment,collect,34,0,89.7,0,0,1,others
txn_1001665,9565100670@okaxis,9064886611@upi,AXIS,SBI,95.28,2025-09-27 06:06:46,dev-ie4jxqk7xh,28.615529,77.698879,request,app,228,1,161.37,0,0,1,bill_payment
txn_1001666,7314550393@upi,8636232393@okaxis,HDFC,AXIS,106.58,2025-08-19 06:50:01,dev-rrjfewyge4,28.128359,77.964133,payment,app,130,0,145.36,0,0,1,recharge
txn_1001667,7103361390@upi,8270084337@upi,PNB,PNB,9.19,2025-09-08 09:59:34,dev-kenpuhnilo,28.333343,76.544905,payment,qr,410,3,11.9,0,1,1,bill_payment
txn_1001668,9884340287@paytm,6302330587@okicici,IDBI,ICICI,20.49,2025-09-21 02:14:49,dev-ig46dfkmir,28.253188,77.752472,payment,app,63,1,16.78,0,0,1,recharge
txn_1001669,6639154770@upi,8721939746@upi,HDFC,PNB,46.63,2025-10-03 06:33:56,dev-oa1h5y8lf4,27.50377,77.321394,payment,app,1010,0,18.45,0,0,1,fashion
txn_1001670,6457272944@paytm,7029366832@phonepe,SBI,BOB,256.19,2025-09-30 13:52:33,dev-yyco5u60n9,28.591915,77.362218,payment,qr,259,3,214.37,0,0,1,recharge
txn_1001671,6232272560@upi,8773756229@okidbi,YES,IDBI,18.27,2025-10-04 07:40:15,dev-royrgvx8v0,28.468061,77.636409,request,app,46,2,29.39,0,0,1,bill_payment
txn_1001672,8151342000@oksbi,7350403853@okbob,SBI,BOB,55.93,2025-09-05 04:44:12,dev-c6axsr5fql,29.024459,77.761117,payment,app,95,2,56.1,0,0,1,others
txn_1001673,7548619852@oksbi,6374413386@okpnb,SBI,PNB,45.47,2025-08-22 07:43:07,dev-c8k97we3pn,28.808976,77.663298,payment,app,552,1,6.42,0,0,1,others
txn_1001674,7258007607@upi,6824697205@amazonpay,SBI,KOTAK,267.09,2025-10-05 12:42:38,dev-p6t5jpet0t,28.803129,77.457495,payment,qr,139,1,372.78,0,0,1,food_delivery
txn_1001675,8786830619@bhim,8858786294@okicici,ICICI,ICICI,42.82,2025-10-01 21:27:01,dev-yvcckeyp52,27.588827,75.806244,payment,app,1445,1,40.49,0,1,1,food_delivery
txn_1001676,9843811774@paytm,7475561828@oksbi,IDBI,SBI,184.75,2025-08-27 21:09:21,dev-ydrhgqfubm,28.133668,77.55698,request,app,186,2,126.61,0,0,1,grocery
txn_1001677,9485920952@amazonpay,9268454223@okidbi,HDFC,IDBI,24.06,2025-09-21 23:37:54,dev-x1kqrqynuk,28.499564,76.218646,payment,app,129,1,33.97,0,0,1,fashion
txn_1001678,9303841561@okpnb,7192934236@upi,PNB,PNB,57.65,2025-09-27 14:39:13,dev-2yd0vxs0sm,28.286054,77.591449,payment,qr,174,2,61.67,0,0,1,bill_payment
txn_1001679,9823725064@upi,8377609527@upi,UTIB,UTIB,179.36,2025-10-04 23:22:25,dev-faciotpjnp,28.52879,76.573195,payment,app,127,2,238.51,0,0,1,electronics
txn_1001680,7624838520@phonepe,9935137151@upi,HDFC,ICICI,28.65,2025-09-25 07:43:43,dev-obvxyln7tn,29.70864,77.130183,payment,app,17,0,28.57,0,0,1,travel
txn_1001681,7653242859@okpnb,7678307904@phonepe,PNB,KOTAK,10.27,2025-07-25 20:37:09,dev-c1s0wsm3h2,29.173553,76.497535,payment,qr,1503,1,13.45,0,0,1,grocery
txn_1001682,9019237416@upi,9259795957@upi,AXIS,SBI,17.36,2025-09-03 13:41:28,dev-3fg0ez9kwc,28.835943,77.580263,payment,app,175,2,26.33,0,0,1,travel
txn_1001683,8427259465@upi,8819599481@bhim,ICICI,PNB,39.63,2025-10-06 05:22:35,dev-45ts3itrm3,29.154664,77.206592,payment,app,12,0,27.41,0,0,1,recharge
txn_1001684,9456801081@upi,7482979091@okidbi,IDBI,IDBI,95.1,2025-09-16 23:31:00,dev-5s39j9pcvv,28.391942,77.407799,payment,app,91,0,205.26,0,0,1,bill_payment
txn_1001685,7795127412@amazonpay,9144851066@upi,PNB,HDFC,76.87,2025-09-28 12:10:18,dev-us57rkkraa,28.255184,77.83234,payment,collect,55,3,77.96,0,0,1,food_delivery
txn_1001686,9337589001@phonepe,6520606807@okutib,UTIB,UTIB,18.5,2025-09-26 15:15:22,dev-21psf0c7q5,29.019949,77.074608,payment,app,578,0,18.44,1,0,1,fashion
txn_1001687,9354910595@oksbi,8405361864@oksbi,SBI,SBI,18.16,2025-10-05 21:57:43,dev-ktm76dhkbv,28.564383,76.675821,payment,app,84,2,1.0,0,0,1,recharge
txn_1001688,8101107793@upi,8077343438@amazonpay,IDBI,BOB,121.0,2025-09-19 08:40:32,dev-ybatzhs4ob,27.732979,76.206109,payment,app,359,0,172.88,0,0,1,fashion
txn_1001689,9798566431@oksbi,9071783057@bhim,SBI,KOTAK,46.7,2025-09-29 22:56:22,dev-8cjbogthzh,29.313723,77.47514,payment,app,341,1,20.4,0,0,1,travel
txn_1001690,7529527603@upi,9154106889@upi,HDFC,YES,51.71,2025-09-13 19:02:14,dev-yn8ido2j6g,28.936005,76.878383,payment,collect,331,1,25.91,0,0,1,bill_payment
txn_1001691,8404048668@upi,6476556924@okhdfcbank,IDBI,HDFC,17.99,2025-08-07 05:19:34,dev-nopw7tsj7h,28.519287,78.237809,payment,qr,419,1,11.26,0,0,1,utilities
txn_1001692,8967118564@okidbi,6700143300@okhdfcbank,IDBI,HDFC,75.9,2025-07-21 16:47:29,dev-baycgyodbf,29.432468,77.42649,payment,app,670,1,75.9,0,0,1,recharge
txn_1001693,7592716513@gpay,6202652156@upi,UTIB,PNB,57.07,2025-09-30 22:18:16,dev-d5ic5b1enj,28.978641,77.683668,payment,qr,508,2,62.35,1,0,1,fashion
txn_1001694,7915700031@gpay,8369120859@amazonpay,SBI,PNB,150.08,2025-09-28 11:48:42,dev-33pbw731e8,29.152485,76.135076,request,qr,41,1,272.14,0,0,1,recharge
txn_1001695,9297844632@upi,6289087073@bhim,ICICI,UTIB,55.06,2025-08-29 09:44:48,dev-vd86p8l9gd,28.45202,77.600877,payment,app,2312,3,49.57,0,0,1,food_delivery
txn_1001696,9710769144@amazonpay,8188416326@upi,ICICI,PNB,48.22,2025-10-02 03:17:34,dev-m2iel7htpx,28.708285,77.148926,payment,merchant_sdk,1023,3,43.91,0,0,1,grocery
txn_1001697,9406752901@okidbi,7919418562@gpay,IDBI,AXIS,48.33,2025-09-22 23:18:58,dev-ej6a9psewc,28.000893,76.8913,payment,qr,73,2,31.09,0,1,1,travel
txn_1001698,6764954852@amazonpay,8993489110@oksbi,SBI,SBI,62.14,2025-10-03 10:47:50,dev-r2d3qmt9e0,28.313045,76.530752,payment,qr,431,1,25.75,0,0,1,utilities
txn_1001699,6432272149@okhdfcbank,8927810799@upi,HDFC,IDBI,74.54,2025-08-08 17:32:58,dev-4yav2b3q9n,29.294406,77.005941,request,app,275,0,56.13,0,0,1,others
txn_1001700,9204351477@upi,9128683666@okkotak,UTIB,KOTAK,17.24,2025-08-15 12:20:57,dev-sf45izf7u0,28.359348,77.724202,payment,app,322,1,14.99,0,0,0,fashion
txn_1001701,9406316787@upi,9761180069@bhim,KOTAK,UTIB,173.65,2025-09-03 15:12:39,dev-k511q7xb0i,28.370514,76.520896,payment,app,27,0,114.88,0,0,1,utilities
txn_1001702,8092504109@okicici,9215566425@upi,ICICI,ICICI,358.31,2025-08-27 04:47:35,dev-uycgidwksa,28.557229,76.755924,payment,qr,133,3,429.18,0,0,1,fashion
txn_1001703,7777938731@bhim,6144913701@upi,YES,KOTAK,5.85,2025-09-11 08:24:21,dev-1pddwwomax,29.609217,77.826334,payment,app,26,2,6.06,0,0,1,travel
txn_1001704,7159595286@gpay,9832032258@upi,PNB,HDFC,245.89,2025-10-01 03:20:49,dev-p589agkkmd,28.298427,77.518168,payment,qr,57,4,381.62,1,1,1,electronics
txn_1001705,8436021149@oksbi,7261317575@amazonpay,SBI,IDBI,129.53,2025-10-02 00:22:20,dev-7ai9dtqjmp,28.242757,76.519143,payment,qr,77,3,160.42,0,0,0,food_delivery
txn_1001706,7180567300@upi,8028566158@bhim,SBI,UTIB,12.82,2025-08-25 16:01:52,dev-459vs8oh59,29.655253,76.864972,payment,collect,835,1,10.61,0,1,0,fashion
txn_1001707,8496442880@okaxis,9231556573@gpay,AXIS,BOB,225.47,2025-10-05 23:10:49,dev-xx57jnw5lx,28.379309,77.516774,payment,collect,634,1,156.4,0,0,1,others
txn_1001708,6975554015@okicici,7490050318@okicici,ICICI,ICICI,52.82,2025-09-28 21:37:30,dev-b12yzh3a13,28.332226,77.600714,payment,app,229,2,65.28,0,0,1,travel
txn_1001709,8925101395@okhdfcbank,8471219131@upi,HDFC,ICICI,94.14,2025-09-20 15:33:18,dev-y86cxcgmx3,28.24765,77.405558,request,app,66,1,71.83,0,0,1,travel
txn_1001710,9308704809@gpay,7231803929@paytm,KOTAK,ICICI,40.92,2025-07-27 06:22:34,dev-km6c95998e,28.697698,76.957951,payment,qr,88,0,41.72,0,0,1,grocery
txn_1001711,6634120372@okhdfcbank,7038979234@upi,HDFC,SBI,88.91,2025-08-12 00:57:49,dev-mx2bpl1z5d,28.760629,77.320978,payment,collect,208,2,36.96,0,0,1,food_delivery
txn_1001712,6534216529@amazonpay,6547155625@okutib,HDFC,UTIB,6.2,2025-07-22 09:35:08,dev-tq4r25hife,28.800514,77.294135,payment,app,306,0,4.14,0,0,1,food_delivery
txn_1001713,7627137349@upi,8774581282@okbob,SBI,BOB,78.4,2025-09-27 23:28:14,dev-agdbqiksno,28.955511,77.39391,payment,app,831,0,77.05,0,0,1,others
txn_1001714,6753808157@okyes,9149934932@upi,YES,KOTAK,21.97,2025-09-14 13:54:53,dev-q4kikgf324,28.212974,77.419254,payment,app,1683,1,1.0,0,0,1,recharge
txn_1001715,6640819013@oksbi,7157877871@bhim,SBI,SBI,59.97,2025-09-29 12:37:34,dev-h2idcd03op,29.052726,77.617308,payment,app,148,1,48.18,0,0,1,food_delivery
txn_1001716,8679568561@amazonpay,8614363884@upi,ICICI,AXIS,46.78,2025-10-01 05:52:25,dev-0pc058xgse,28.829416,77.694461,payment,app,271,1,32.55,0,0,1,bill_payment
txn_1001717,6762093424@amazonpay,6614917205@upi,KOTAK,UTIB,33.28,2025-09-23 10:38:43,dev-rb9qf87v5j,28.708346,77.295868,payment,app,182,1,38.33,0,0,1,fashion
txn_1001718,7085778058@upi,9348480989@gpay,SBI,PNB,139.51,2025-09-30 03:57:39,dev-tliykimmgl,28.624062,76.791931,payment,collect,13,3,231.67,0,0,1,food_delivery
txn_1001719,6382660013@phonepe,6199417521@okidbi,SBI,IDBI,21.85,2025-07-26 14:11:53,dev-gf95zf72fa,27.611549,78.015623,request,app,64,3,20.87,0,0,1,electronics
txn_1001720,7178729979@paytm,7558706542@upi,AXIS,ICICI,93.39,2025-09-26 21:35:09,dev-emod43bgi2,29.201066,77.885972,payment,app,79,2,137.25,0,0,1,utilities
txn_1001721,8174958786@upi,6031834187@upi,SBI,PNB,36.38,2025-09-29 23:27:49,dev-uuzjyfoxpd,27.766446,76.849061,payment,app,680,1,25.77,0,0,1,recharge
txn_1001722,8737354085@upi,7983331243@paytm,ICICI,AXIS,26.46,2025-10-02 00:36:23,dev-3695nt0652,28.061504,77.739016,payment,app,1090,2,43.81,0,0,1,others
txn_1001723,7816704791@upi,6930477847@upi,AXIS,PNB,65.88,2025-07-13 20:22:52,dev-1lw3ximtsd,28.423872,76.444509,payment,app,139,1,114.29,0,0,1,recharge
txn_1001724,8927407664@gpay,6689079861@upi,ICICI,KOTAK,19.63,2025-09-03 07:40:47,dev-yb67zouqth,29.391048,76.592758,payment,app,1051,1,37.91,0,0,1,travel
txn_1001725,9906076165@okkotak,7606876161@upi,KOTAK,SBI,41.06,2025-07-14 03:44:51,dev-rrw91fpyl1,28.189474,77.580092,payment,app,28,1,42.79,1,0,1,grocery
txn_1001726,8801468070@paytm,6912932141@phonepe,YES,UTIB,17.24,2025-09-18 11:27:59,dev-ca0xxcagvk,28.742221,77.586925,payment,app,3,0,26.54,1,0,1,utilities
txn_1001727,9399052607@bhim,6347493419@paytm,ICICI,SBI,39.97,2025-09-07 07:09:42,dev-pumf2bdthb,28.873201,77.298165,request,app,875,0,23.17,0,0,1,fashion
txn_1001728,7333965191@gpay,8908668603@upi,AXIS,UTIB,97.77,2025-09-03 14:42:58,dev-uybhssa1nw,29.259672,78.560998,payment,app,184,1,141.66,1,0,1,grocery
txn_1001729,6915376334@upi,9698428013@upi,ICICI,ICICI,27.58,2025-08-30 09:29:03,dev-wbecivt9d7,28.631741,76.955436,payment,app,828,1,30.86,0,0,1,fashion
txn_1001730,9243054672@phonepe,9479664305@amazonpay,HDFC,HDFC,46.06,2025-07-28 13:19:25,dev-0q3fkf3rd5,28.587686,76.882849,payment,app,953,1,78.91,0,0,1,recharge
txn_1001731,8479084212@phonepe,6569612396@okutib,PNB,UTIB,10.48,2025-08-12 22:42:38,dev-k9ww78qm5q,28.365712,77.334604,payment,collect,139,23,29.6,0,0,1,electronics
txn_1001732,9891252562@gpay,9500470009@paytm,HDFC,HDFC,14.35,2025-09-21 18:02:18,dev-4asil7kqqp,27.550927,76.907399,request,app,132,1,1.0,0,0,1,travel
txn_1001733,7779511177@upi,9089386299@upi,AXIS,HDFC,29.23,2025-09-17 13:34:57,dev-2cs9fn14zf,28.943128,77.162357,payment,app,10,2,28.23,0,0,1,grocery
txn_1001734,7716245256@okhdfcbank,7961126073@upi,HDFC,KOTAK,270.42,2025-09-19 01:00:35,dev-0dotep7n0b,28.45722,77.940931,payment,app,1,1,259.53,1,0,1,others
txn_1001735,8792288178@oksbi,6670172667@gpay,SBI,KOTAK,71.12,2025-10-03 22:48:17,dev-9vow78t21i,28.010476,76.898348,payment,qr,1369,1,45.39,0,0,1,food_delivery
txn_1001736,6347916879@upi,7130345144@gpay,SBI,BOB,169.29,2025-09-23 23:16:12,dev-c51dz4jlqh,28.34037,77.263586,payment,app,510,3,254.61,0,0,1,grocery
txn_1001737,8971837924@paytm,8057309975@bhim,PNB,UTIB,145.82,2025-09-27 23:16:20,dev-aaxtkyz81r,29.150666,77.007236,request,app,882,0,156.01,0,0,1,others
txn_1001738,8689450100@okaxis,8200640754@upi,AXIS,UTIB,80.85,2025-09-30 20:38:49,dev-ekelnjctnz,28.971417,77.26572,payment,app,617,0,71.96,0,0,1,recharge
txn_1001739,7253869865@okaxis,7375945512@bhim,AXIS,UTIB,18.98,2025-09-14 02:51:50,dev-bf0hfr1vgp,27.653342,76.811397,payment,qr,51,1,1.71,0,0,1,recharge
txn_1001740,6423272157@phonepe,9975554314@phonepe,PNB,AXIS,75.67,2025-10-03 05:24:39,dev-4n483eaxy4,28.880376,77.199256,payment,app,61,0,76.2,0,1,1,utilities
txn_1001741,7825876346@bhim,8548459614@upi,KOTAK,ICICI,32.78,2025-10-06 11:05:22,dev-irqtb9b5yt,29.718649,77.720128,payment,app,608,3,51.38,1,0,1,recharge
txn_1001742,8367347133@okicici,8930521976@phonepe,ICICI,HDFC,71.17,2025-10-05 10:26:34,dev-wd95mounfw,28.251359,77.776881,payment,app,508,2,64.58,0,0,1,grocery
txn_1001743,8841252049@oksbi,8640119330@upi,SBI,HDFC,26.3,2025-09-27 04:16:25,dev-gizg1bhaw9,28.598658,77.486686,request,collect,170,1,38.31,0,0,1,recharge
txn_1001744,7646393176@paytm,9204529899@upi,HDFC,KOTAK,23.13,2025-09-14 10:15:08,dev-u9dfni8kuk,29.436932,76.828636,payment,app,423,2,29.38,0,0,0,travel
txn_1001745,9851139263@okhdfcbank,8134398087@upi,HDFC,ICICI,59.13,2025-08-25 02:26:49,dev-ud9d9y19vo,28.369783,76.948885,payment,app,905,1,44.28,0,0,0,fashion
txn_1001746,6218639468@okicici,6604717471@upi,ICICI,AXIS,242.07,2025-10-04 06:55:46,dev-qj3pr3aa98,27.806389,77.609098,payment,app,365,2,304.75,0,0,0,others
txn_1001747,9596160939@bhim,7234933710@upi,HDFC,PNB,42.06,2025-09-24 22:16:15,dev-xaopeevk6o,28.653158,76.962909,payment,app,13,2,34.27,0,0,1,bill_payment
txn_1001748,9073691586@bhim,8268616986@upi,BOB,SBI,284.49,2025-08-15 23:16:10,dev-61uu25ovyr,29.343647,76.50503,payment,app,477,0,158.84,0,0,1,others
txn_1001749,8465929635@upi,7212702569@upi,AXIS,UTIB,31.3,2025-10-04 17:51:25,dev-40n2w1jzwr,27.404969,77.655076,payment,app,482,2,37.11,0,0,1,electronics
txn_1001750,7230145523@okpnb,8808733491@okpnb,PNB,PNB,641.61,2025-08-25 01:28:41,dev-g31q0rtbvr,28.692285,77.324433,payment,app,237,0,722.31,0,1,1,fashion
txn_1001751,6487743910@bhim,7656924287@upi,AXIS,AXIS,36.79,2025-10-05 08:35:19,dev-2kp4edzj0g,28.081347,77.60968,payment,app,279,3,27.53,0,0,1,travel
txn_1001752,7188100842@gpay,6324976492@oksbi,HDFC,SBI,86.95,2025-09-13 10:26:35,dev-s77zfz8w0j,28.627982,77.2173,payment,app,669,0,101.9,0,0,1,electronics
txn_1001753,9724525469@okaxis,7750122924@okyes,AXIS,YES,30.82,2025-09-23 14:49:53,dev-gtse5qh8fd,27.905277,76.7858,payment,app,186,2,31.51,0,0,1,electronics
txn_1001754,7145353465@gpay,7894842674@okicici,HDFC,ICICI,30.02,2025-10-06 00:35:28,dev-a8a933jnxt,28.511162,77.799915,payment,collect,59,3,34.52,0,0,1,bill_payment
txn_1001755,6194647915@upi,7530580538@okpnb,KOTAK,PNB,9.37,2025-07-16 21:43:40,dev-vr9y9pzm5c,28.659297,77.709114,payment,app,497,0,6.64,1,0,0,others
txn_1001756,6794510118@amazonpay,8487964794@phonepe,PNB,KOTAK,6.06,2025-10-01 23:21:04,dev-4rlfkzh5we,28.619929,77.105365,payment,app,61,0,10.25,0,0,1,recharge
txn_1001757,6764558468@upi,6068320678@oksbi,HDFC,SBI,36.6,2025-09-18 02:30:30,dev-h7fbuk6mol,29.172593,77.62003,payment,qr,8,1,40.05,0,0,0,travel
txn_1001758,7715754279@okicici,9198758574@upi,ICICI,HDFC,60.6,2025-07-24 01:52:58,dev-9ztn5hkf56,28.902341,77.166881,payment,app,344,0,122.28,0,0,1,others
txn_1001759,8073529004@amazonpay,9372218486@paytm,PNB,PNB,14.35,2025-07-20 06:59:32,dev-396meftllm,28.62765,77.120761,request,app,247,2,22.89,0,0,1,fashion
txn_1001760,7013542865@upi,6779999402@gpay,BOB,SBI,2538.55,2025-10-04 06:18:50,dev-0rqz37pqj3,28.422959,76.581251,payment,qr,394,3,84.38,5,0,1,food_delivery
txn_1001761,7287570154@upi,7037801264@gpay,AXIS,ICICI,191.52,2025-09-20 04:25:25,dev-i60d6hilkp,28.171214,77.204496,payment,app,219,0,124.86,0,0,1,recharge
txn_1001762,6799450438@okbob,9592878957@upi,BOB,BOB,14.9,2025-10-01 16:06:34,dev-1ww5q1u3sw,28.265242,78.129239,payment,app,552,1,19.49,0,0,1,food_delivery
txn_1001763,8416886674@upi,6999222468@okbob,AXIS,BOB,13.77,2025-10-01 11:30:55,dev-uut1y6o6cp,29.194741,77.510573,payment,app,14,1,17.35,0,0,1,electronics
txn_1001764,8097432668@okaxis,9255411422@okutib,AXIS,UTIB,103.86,2025-10-05 15:57:02,dev-j7eo6xwan1,27.956779,78.039853,payment,qr,85,2,174.28,0,0,1,food_delivery
txn_1001765,8564722183@okutib,7672836864@oksbi,UTIB,SBI,47.28,2025-10-03 11:38:55,dev-jcqjyatwp8,28.43624,77.960509,payment,collect,173,2,71.03,0,0,1,fashion
txn_1001766,7258975943@okyes,6757839167@okhdfcbank,YES,HDFC,199.84,2025-08-25 14:41:17,dev-3664olkwm7,28.14248,77.621623,request,collect,119,0,62.97,0,0,1,food_delivery
txn_1001767,6684182133@upi,6940909649@upi,BOB,SBI,13.6,2025-09-22 16:33:34,dev-c4895qjwcm,28.590756,77.02847,payment,qr,610,1,14.16,0,1,1,others
txn_1001768,8039061749@okkotak,6132431864@okaxis,KOTAK,AXIS,21.75,2025-09-25 18:22:32,dev-1f4g54ab4n,28.017062,76.863311,payment,app,145,3,11.44,0,1,1,fashion
txn_1001769,6944449467@upi,8368185864@okicici,UTIB,ICICI,67.02,2025-09-15 15:51:59,dev-vesn1hr8cp,28.900056,77.079342,payment,app,23,2,97.41,1,0,1,recharge
txn_1001770,9269322597@okyes,7030742784@bhim,YES,YES,13.8,2025-09-22 05:40:18,dev-gjrcmm1psx,28.044519,77.091719,payment,app,898,1,23.48,0,0,1,recharge
txn_1001771,9650191744@upi,7212498459@okkotak,ICICI,KOTAK,28.06,2025-10-02 18:11:51,dev-ewrkh6focm,28.390768,77.098274,request,qr,191,2,26.07,0,0,1,others
txn_1001772,6996664676@upi,9298957530@okpnb,UTIB,PNB,75.65,2025-10-06 08:05:28,dev-9licsx0jlr,29.244246,77.567026,payment,app,803,2,1.0,0,0,1,bill_payment
txn_1001773,8032814922@okyes,8414214271@paytm,YES,PNB,53.62,2025-09-22 20:36:19,dev-aj4vwvaezq,28.544384,78.132737,payment,collect,711,1,73.83,0,1,1,utilities
txn_1001774,6274983312@oksbi,8566825125@amazonpay,SBI,SBI,10.57,2025-07-18 08:55:47,dev-zschz424st,28.661558,78.140731,payment,app,531,2,8.87,0,0,1,travel
txn_1001775,6612865064@upi,7179517014@okhdfcbank,SBI,HDFC,31.75,2025-09-15 01:24:50,dev-a8k1gnuf96,28.759458,76.961841,payment,app,353,1,36.12,1,0,1,utilities
txn_1001776,7995663531@upi,8704257093@okyes,UTIB,YES,25.91,2025-09-12 00:16:20,dev-dhiayen7i7,27.88322,77.313047,payment,app,1222,1,5.98,1,0,1,recharge
txn_1001777,8043791961@gpay,9410810657@gpay,ICICI,ICICI,25.52,2025-09-29 19:40:34,dev-ca2v357kho,27.929429,76.747466,payment,merchant_sdk,351,1,25.58,1,0,0,recharge
txn_1001778,8187154170@okyes,9585094633@gpay,YES,ICICI,42.26,2025-08-11 06:13:33,dev-gtjfmmh4qv,27.826815,77.11841,request,qr,1193,0,57.82,0,0,1,food_delivery
txn_1001779,9339958263@upi,8635234607@okutib,KOTAK,UTIB,27.51,2025-09-21 13:32:21,dev-lbglp4toni,28.415836,77.699459,payment,app,418,2,19.6,0,1,1,utilities
txn_1001780,9545740187@okhdfcbank,9307089842@upi,HDFC,KOTAK,25.56,2025-08-10 10:43:12,dev-8deds1wb1k,28.728486,77.291394,payment,app,859,1,45.44,0,0,1,recharge
txn_1001781,7909990604@bhim,9207293300@gpay,ICICI,YES,17.94,2025-09-27 17:08:12,dev-37f5i6c05i,28.230714,76.604103,payment,merchant_sdk,647,0,11.98,0,0,1,food_delivery
